track_name,lyrics
Manny, wiping the sweat off their faces with towels.

MANNY
Look at that chick man, wow! Look at them knockers.

TONY
Yeah, look at the punk with her.
What's he got that I don't got?

MANNY
He's good-looking that's what, look at his clothes, flash Chico, pizzazz! A little coke money don't hurt nobody...

TONY
Junkie! -- They got no fuckin' character.
(looks at his hands)
Cono! Look at these... fucking Onions! They outta be picking gold off the streets.

His hands are shriveled white from dishwater.

COOK
(Spanish)
Hey you two, outside! You got company...

MANNY
That's him -- El Mono's here!

TONY
(contemptuous of the name)
El Mono? Shit....

CUT TO
30 EXT. PARKING LOT OUTSIDE LITTLE HAVANA RESTAURANT - NIGHT
Omar Suarez (El Mono -- ""The Monkey"") is so named cause he
looks like one. Nervous, crooked, darting eyes, feverish
intelligence, constantly smoking a cigarette and coughing
between words, his face pock-marked and pitted like the moon from an old acne scars, he cuts a skinny figure at the wheel of a big beige Coupe De Ville, idling the motor... with him is Waldo Rojas eating a large foot and a half banana. In contrast he's amiable, heavyset with a receding hairline, flashing a lot of gold when he smiles.

MANNY
(leaning in the window)
Hey Omar, Waldo, coma esta... my friend I told you about. Tony Montana... Omar Suarez, Waldo Rojas....

Waldo mumbles something indistinct, Omar just stares briefly as Tony hangs back, nodding arrogantly. Omar's eyes move back to Manny.

OMAR
I got something for you.

MANNY
Oh yeah! That's great... What do we gotta do?

OMAR
We gotta unload a boat -- grass, twenty-five tons -- that's what we gotta do. You get five hundred each.

MANNY
Okay!
(to Tony)
See, what'd I tell you.

TONY
You gotta be kidding! Whaddayou think we are -- baggage handlers?

Omar looks at him somewhat incredulously as Tony wipes his hands on his greasy apron as he talks.

TONY
...five hundred dollars -- shit!
What'd I do for you guys in the slammer, hunh? What was the Rebenga hit -- game of dominoes or somethin'? You're talkin' to important guys here.

MANNY
(shocked)
Hey Tony, c'mon, it's okay Omar, we...

TONY
Shaddup!

Omar sniggers, his eyes shifting to Waldo who shakes his
head and laughs.

OMAR
(to Manny only)
So what's it with this dishwasher, Chico? Don't he think we coulda gotten some other space cadet to do Rebenga -- cheaper maybe. Fifty bucks?

TONY
(shrugs)
So why didn't you? And who the fuck you calling a dishwasher, I'll wipe your monekyshit ass all up and down this Boulevard.

Steps forward. Manny grabs him.

MANNY
Hey! -- Tony, Tony....

In the car, Omar looks over at Waldo.

OMAR
Guy's a lunatic, let's go.

WALDO
What about them Indians ---

The idea crosses Omar's mind, He buys it, somewhat amused.

OMAR
Yeah...
(back to Tony)
All right, smart ass, you wanna make some big bucks? You know anything about cocaine?

TONY
You kidding.

OMAR
...There's a bunch of Columbians. Flying in Friday. New guys. They say they got two keys for us for openers. Pure coke. In a motel over in Miami Beach. I want you to go over there, and if it's what they say it is, pay 'em and bring it back. You do that, you'll make five grand.

MANNY
(to Tony)
Hey, that sounds great, Tony...

Tony says nothing.

OMAR
You know how to handle a machine gun?

MANNY
Sure, we was in the Army together.

OMAR
You're gonna need a couple other guys...

MANNY
No problem.

OMAR
Meet me at Hector's bodega Friday at noon. You get the money then. Something happens to the money, pobrecito, and my boss' gonna stick your head up your asses faster'n a rabbit gets fucked.

Throws the remains of his cigarette at their feet and pulls the Coupe De Ville out of the lot.

TONY
I'm scared.

MANNY
(relieved)
Tony you're pushin' your luck.

TONY
(walking away)
You worry too much Manny -- you' re gonna get yourself a heart attack one of these days.

MANNY
(catching up)
Yeah, so who are these Colombians?

TONY
So what does it matter?

MANNY
So whatcha have that look on for when Omar bring it up?

Tony strips off his greasy apron.

TONY
So nothin'. I just don't like fuckin' Colombians that's what.
They're animals!

COOK
(intersecting, Spanish)
Where you greasers going, hunh, I got plenty of plates here.

TONY
Wash yourself. I just retired.

Throws the Cook his apron.

COOK
(Spanish)
What the fuck you gonna do!

TONY
Look after my investments.

CUT TO
31 EXT. MIAMI BEACH - DAY - MOVING SHOT
The somewhat run-down, art-deco cheaper hotels of South
Miami Beach. The porches are filled with senior citizens
playing cards, reading papers, staring, slowly walking the
street.

The ramshackle sedan, jammed with Tony and his gang,
rattles past. It's a beaten-up black and blue Monte Carlo,
jacked up on its springs with dune buggy threads and
needing paint. You'd arrest these guys on sight.

32 INT./EXT. TONY'S CADILLAC - MIAMI BEACH - DAY
seen from the inside of the sedan. Tony turns down the salsa beat on the radio, smoking a cigarette tensely. Manny is driving. In the dilapidated backseat are Angel, the baby-faced punk, and Chi-Chi, both from Freedomtown.

Manny, reflecting the tension, whistles a rapid series of notes under his breath as he waits for a light to change.

MANNY
Hey look at that chick, hunh? Lookit those tits man, she's begging for it!

At the curb, an old crone hunchbacks her way in front of the teenage chick, who is coming off the beach in a bikini, blocking her off.

CHI-CHI
(looking over)
Whatta you crazy? She's 103 years old.

MANNY
Not her stupido! Her....

Camera revealing the teenager.

TONY
(the light changing)
Drive, willya.

MANNY
(mocking)
Sure, sure. Not to worry, Tony -- You get a heart attack.
(looking in the rearview mirror)
Angel, whatcha wearing the face for?

ANGEL
(tense, making light of it)
Ah, it's okay. I just y'know forgot to make an offering. I was supposed to go by the madrina today.

MANNY
You still going to that cuncha?

ANGEL
She knows her shit. She talks to Yemaya and Chango like nobody y'ever heard.

As he talks Angel fingers a Negrita charm hanging around
his neck -- Chango, God of Fire and Thunder, his black face
tilted at a carnal angle. Sharp teeth glinting, his eyes
rolling in orgasmic imagery, his head crowned with gold.
Many of the Marielitos in the film will be wearing this,
also pendants with an eye to ward off the evil spirits, red
and white beads, red kerchiefs, black hand charms silver-
bangled bracelets, etc., all relating to their Afro-Catholic
spiritualism.

MANNY
(making fun)
Yeah, Chango looking out for us,

CHI-CHI
Angel?

ANGEL
Chango looking out for all the 'bandidos' everywhere. But you gotta pay him his dues, y'know. You gotta let him know you respect him. You don't, Chango -- he gets pissed an'...

TONY
(angry)
Hey, shaddup -- all of ya! I told you before I don't go for that mystical voodoo shit. That's for the old cunchas waving their rooster cocks in some dark alley, There's no gods, there's no Chango -- nowhere! You make your own luck. So shaddup and act like you're in the United States here.

Silence. Through the windshield, the sign of a motel -- THE SUN RAY -- is coming closer.

TONY
Okay, this is it. Pull over across the street.
The motel is coming closer in silence.

TONY
(to Manny)
Money stays in the trunk till I come out and get it. Me. Nobody else. If I'm not out in fifteen minutes, something's wrong. I'm in Room 9. You ready, Angelito?

ANGEL
Sure thing.

As Manny pulls the car up, they pull out Ingram Model-10
machine pistol with folding butt and suppressor, ten inches
of kill power capable of firing 1100 rounds a minute -- it
can be slipped into a man's purse, it's in vogue. Tony getting out, to Angel:

TONY
Let's go....

CUT TO

33 EXT. SUN-RAY MOTEL - DAY
Tony and Angel come slowly, gingerly down an exterior
corridor to a room marked ""9"". Nodding to Angel who remains in the stairwell with the Ingram machine pistol, Tony knocks.
Pause.

34 EXT. TOAD'S MOTEL ROOM - DAY
The door's opened casually by an ugly, squat five-foot-four-inch Colombian, ""The Toad"". He's in his forties, sports shirt hanging over his polyester pants, old acne scars on his face, like Omar; he's good natured, a nice guy, he smiles.

TOAD
Hey, oye amigo....

Spreading his arms in such a fashion to indicate he's clean.

35 INT. TOAD'S MOTEL ROOM - DAY
Tony, stepping into the conventionally tasteless orange and
blue motel room (with heavy blue drapes blocking the windows), spreads his hands in a similar posture indicating he too is not carrying; but this is only symbolic, it's not meant to be a body search.

TONY
(as he steps in)
How you doing amigo...?

The other person in the room is a tough-looking little dark
Colombian chick with expressionless eyes, red fingernails, and short boy-cut hair, ""The Lizard""; she's tinier than the Toad, about five-two.

The Toad looks around the corridor, eases the door closed.

TONY
(checking out the room)
Mind leaving the door open so my brothers know everything's okay... okay?

Toad shrugs and readjusts, leaving it open a few inches,
the conversation clipped and nervous throughout the scene.

TOAD
Sure, no problem... This is Marta.

TONY
Hello, Marta.
She nods woodenly, stays across the room. Behind her, the
television set is on to the Cable Newswatch. The protagonists
intermittently flick their eyes to it, soothing the tension.

TOAD
I'm Hector...

Pause.

TONY
Yeah. I'm Tony. So Omar says you're okay.

TOAD
Yeah, Omar's okay.

TONY
You know Omar.

TOAD
Omar, yeah, I talk to him on the phone.

TONY
Okay...

TOAD
Okay... so you got the money?

TONY
Yeah, you got the stuff?

TOAD
Sure I got the stuff, but I don't
got it right here with me. I got it
close by.

TONY
Yeah well I don't got it either, I
got it close by, too.

TOAD
Where, in the parking lot?

TONY
No. How far's your stuff?

Tony paces back towards, the door casually, to check Angel
out... The Lizard staring at him...

TOAD
Not far.

Pause. Everything seems okay.

TONY
So what do we do, walk in and start over?

TOAD
(changes subject)
Where you from?

Tony's eyes check out the bathroom.

TONY
What fuckin' difference does it make where I'm from?

TOAD
I like to get to know who I do business with.

It's like he's stalling for time. The Lizard has made a
move somewhere off-center and is now sitting on the bed,
coiled and always watching.

TONY
You get to know me when you start doing business and not fucking around, Hector.

TOAD
Hey I'm just a friendly guy, maybe you don't...

TONY
Okay, what's the stall here? Your guy late or something?

36 INT. TOAD'S MOTEL ROOM - DAY
There's suddenly a door slamming somewhere outside, then
commotion.

ANGEL
Tony!

Tony goes for his cheap handgun when he hears a frightening
female shriek, like a bird.

LIZARD
(slang Spanish)
Don't! Get up! Now shithead!

She's standing there with a .32 pointed steady at him, the eyes like angry steel. There's no mistaking her ability to shoot.

The Toad pulls a 9mm out of the small of his back, approaches Tony. Angel is shoved into the room, followed by two more
Columbians, ""The Kids"".

They slam the door, both carrying Uzis with silencers, neither of them higher than five-four or older than twenty, with their straight black Indian hair cut across their blank eyes, they look like hungry little piranha careless about killing, muttering with the Lizard in fast Columbese slang.

As Toad strips the handgun from Tony:

TONY
Frog face, you just fucked up. You steal from me, you're dead.

Toad shrugs, he couldn't care less.

TOAD
Yeah, okay, you gonna give me the cash or am I gonna kill your brother first? 'Fore I kill you?

TONY
Try sticking your head up your ass.
See if it fits.

Toad, completing the body search, rips out the stiletto
taped to the small of Tony's back. As he mutters something
in hard Columbian slang to the two kids who shove Angel
into the bathroom, producing strands of thick rope.
Even more worrisome is the chainsaw that the Lizard now
pulls out of the suitcase under the bed. Toad begins
assembling it as Lizard, still covering Tony with her gun, completes the deadpan process by turning up the volume on the television set. The news, ironically not in Miami, is about a drug-related triple-homicide.

CUT TO:

37 EXT. SUN-RAY MOTEL - DAY

Chi-Chi sitting at the wheel of the sedan, parked across
the street. Manny paces outside the car, glances.

38 EXT. SUN-RAY MOTEL - DAY
A small woman -- the Lizard -- steps out in shadow in the
parking lot of the Sun-Ray across the street, looks around,
sees nothing, casually goes back in.

39 EXT. SUN-RAY MOTEL - DAY
Manny looks at his watch.

CUT TO

40 INT. TOAD'S MOTEL ROOM - DAY
Angel hangs suspended on the ropes from the top of the shower curtain bar, his legs straddling the edge of the bathtub. Toad slaps a tape over his mouth.

Tony, covered by the two kids, watches from the lip of the
bathroom. He bucks angrily but the two kids ram their
pistols up against his temple and pin him to the door.
Angel looks at Tony; the eyes between them steady. They're
dead and they know it.

Toad, well-prepared, connects a voltage adapter and extension cord.

TOAD
(to Tony)
You watch what happens to your friend okay? If you don't want this to happen to you, you get the money.

Lizard reenters the room, shakes her head at the Toad who
nods and turns on the whirring machine.

The Toad smiles amiably and angles the chainsaw slowly
towards Angel.

The two kids press tight against Tony, guns pointed at his
brains... Off-camera, we know what's happening as we hear the chainsaw and we watch Tony's shock and rage.

Lizard has no expression on her face. The machine cuts off.

The Toad steps back from the tub, blood splattered on his shirt, examining his first cut like a butcher. He glances at Tony.

TOAD
Now the leg, hunh?

A brief glimpse of Angel slumped by one arm like a cow on a strap, streaming blood, eyes conscious and horrified; a terrifying sight. The chainsaw whirrs once more.

CUT TO

41 EXT. SUN-RAY MOTEL - DAY
Manny, definitely suspecting something now, moves with
Chi-Chi across the parking lot of the Sun-Ray Motel. They
signal and separate.

CUT TO

42 INT. TOAD'S MOTEL ROOM - DAY
The Toad turns off the chainsaw and steps back, now drenched with Angel's blood, totally unaffected. He looks at Tony.

Tony glances back at him with fury, tears involuntarily dotting his eyes.

TOAD
Okay, my 'caracortada', you can die too. Makes no difference to me.

He nods. The kids shove Tony forward and we glimpse Angel
lying hunkered at his feet in the bathtub, in the steam of
his blood, piss dead.

CUT TO

43 EXT. SUN-RAY MOTEL - DAY
Manny moves crouched down the exterior corridor, Ingram
pistol in hand, past an older couple who pretend not to
notice.

At the door of Room 9, Manny waits, listens...

CUT TO

44 INT. TOAD'S MOTEL ROOM - 'DAY
The kids are starting to strap Tony up to the top of the
shower.

The Lizard watches from the lip of the bathroom, impassively.

TOAD
Last chance, carajo?

Tony, devastated, spits in his face.

TONY
Go fuck yourself.

Toad's eyes narrow meanly.

Kid one slaps the tape across Tony's mouth.

Kid two reaches up to tighten the overhead strap to Tony's
wrist.

The Toad turns on his chainsaw when suddenly there's a
gunshot from the hall.

45 INT./EXT. TOAD'S MOTEL ROOM - DAY
and the door smashes open and Manny barrels through and
shoots a surprised Lizard as she raises her pistol. She crashes backwards into the room, wounded. Everything happens very fast now.

Manny is at the lip of the bathroom, he fires and hits kid
one, who is turning, in the neck.

Tony, not tied up yet, spins on kid two and smashes the unloosened strap across his face, sending him reeling across the bathroom.

The Toad, chainsaw in hand, slashes at Manny.

Manny fires a burst into him and the Toad crashes backwards.

Manny now spins into a wall, hit in the side.

The Lizard, wounded on her knees, is firing her .32 at
him. In the background, the window simultaneously blows out as Chi-Chi appears firing a burst with his Ingram.

In sharp foreground, the Lizard crumples forward on her knees, foaming blood.

Tony, with the tape still stuck across his mouth, smashes kid two, pinned against the blood-stained sink, with the stock of his own Ingram.

In the midst of this, the Toad jumps up, wounded but with strength, he tears out the motel room door hysterical, gripping the whirring chainsaw in a reflex action.

Chi-Chi, climbing through the window, fires at him.

Meanwhile, kid two, with a rattlesnake life in him, produces
a knife out of nowhere, just missing Tony's gut by a half-second as Tony dances back, getting a grip on the machine pistol.

He blows kid two away point-blank, putting another ten craters in the mirror of the now-wrecked motel room.

Tony, yelling, whirls after the Toad.

TONY
I got him!

Manny, holding his side, empties his pistol on kid one, who is still twitching.

Chi-Chi sees Angel, gags.

CUT TO
46 EXT. SUN-RAY MOTEL - DAY 46
The senior citizens, playing Mahjong on the porch, mutter
in astonishment, as the Toad staggers out into the parking lot, blood flying, chainsaw in hand, moving like a jerky chicken.

Their eyes follow.

As Tony comes out, walking after him deliberately, eyes set in cold fury, machine gun swinging loosely at his side.
There's no rush, no fear of the police, getting even is all
that counts. He stands behind the Toad.

TONY
(Spanish)
Your turn, cabron!

The Toad whips around to the voice, eyes stark with terror.

Tony empties the clip into the Toad, blowing him apart.

The bystanders just stare, stunned by the ferocity. Then
an old lady faints.

The Toad's body lying awkwardly arched in the gutter, Tony
turns and with a passing disinterested glimpse at his
audience, calmly walks back into the motel; the distance
and the light sufficient to conceal Tony's possible identification.

CUT TO

47 EXT. SUN-RAY MOTEL - DAY
Tony intersects Manny holding his side, with Chi-Chi.

TONY
Manny, you okay?

Manny nods.

TONY
Chi-Chi, get the car. Fast!

CHI-CHI
Si!

48 INT. TOAD'S MOTEL ROOM
Tony strides into the shambles of Room 9, past the bodies
and busted furniture to the suitcase on the bed from which
the Lizard pulled the chainsaw. The TV news still plays in the corner.

Inside are several kilo-sized stacks of cocaine.

He shuts the suitcase, exits, stops, looks in the bathroom at the corpse of Angel off-camera. He goes, stoops, brings Angel's Change charm into our view, fingers it, tosses it back in the tub. He goes.

CUT TO
49 EXT. SUN-RAY MOTEL - DAY

Chi-Chi has the sedan waiting in the parking lot. Tony
hurries out, jumps in, the car speeding off. (Pisalo hasta la tabla -- Step on it.)

Past the senior citizens who are retreating inside their
rooms.

The camera swinging to hold on the blue and black Monte Carlo disappearing into the traffic of the Strip as two cop cars
come screaming past them from the opposite direction.

CUT TO
50 EXT. LITTLE HAVANA RESTAURANT - PHONE BOOTH - DUSK
The booth is in the busy parking lot, Tony on the phone, Chi-Chi and Manny wait in the sedan.

TONY
Yeah, bunch of cowboys! ...somebody fucked up Omar.

OMAR'S VOICE
(shaken)
Look, let me check it out right away!

TONY
You do that, Omar, you do that.

OMAR'S VOICE
You got the money?

TONY
Yeah -- and I got the yeyo.

OMAR'S VOICE
You got the yeyo? Bring it here.

TONY
Fuck you. I'm taking it to the boss myself. Not you. Me.

OMAR'S VOICE
Okay, okay. All right. Frank's gonna wanna see you anyway. Look, meet me tonight at Hector's at eight.

TONY
Hey Omar...

OMAR'S VOICE
Yeah?

TONY
That was some pick up you sent us on.

Pause.

OMAR'S VOICE
What's that mean?

Tony hangs up, walks back to the sedan.

CUT TO

51 EXT. LOPEZ CONDO - SOUTH MIAMI - NIGHT
on Bricknell Avenue in a swank high-rise district adjacent
Coconut Grove and Coral Gables, the hub of South Miami...

The doorman shows Omar, Manny, his side bandaged, and Tony, carrying the suitcase, through giant glass portals, past seriously armed security cops in the lobby.

52 INT. LOPEZ CONDO - NIGHT 52
A deluxe apartment with the latest in electronic security and surveillance, and a profusion of mirrors and luxury items... and a hefty, Indian-looking bodyguard (Ernie), eyes quietly trained like a Doberman pinscher.

The boss, Frank Lopez, comes down a carpeted corridor, dressed for dinner in an expensive suit and shoes, somewhat preoccupied as he greets Tony, then Manny, with a phony effusion of warmth. He's of Cuban-Jewish extraction, now Americanized in a rough and handsome sort of way, on the heavy side, the face going slightly soft, but the eyes and bulk carrying an odor of danger about him.

LOPEZ
How ya doing, Tony? Glad to meet you. How 'bout a drink?

TONY
Mr. Lopez... real pleasure.

LOPEZ
Call me Frank, Tony. Everybody calls me Frank. My Little League team, even the prosecutors 'round town, they all call me Frank.

TONY
Okay Frank.

Frank shakes hands with Manny.

LOPEZ
Howya doing?

MANNY
(awed)
...Fine yeah.

TONY
Manny Ray, he was with us on the job.

LOPEZ
(to Manny)
I hear you caught one?

Manny shrugs, works his arm, showing us the wound doesn't bother him too much.

MANNY
Just the flesh. Went right through.

LOPEZ
(heading for the bar)
Yeah, Omar here tells me good things about you boys.

TONY
(glances at Omar)
Yeah. Omar's terrific.

LOPEZ
Not to mention of course the nice job you guys did for me on that Commie sonufabitch Emilio Rebenga.

TONY
You don't have to mention it. That was fun.

LOPEZ
(smiles, likes the kid's balls)
Scotch? Gin? Rum?

TONY
Gin's fine.

LOPEZ
(pouring)
Yeah, I need a guy with steel in his balls. I need him close to me, a guy like you Tony -- and your compadre here.

TONY
Yeah... well.

Still a little overwhelmed by the opulence of the place, his clothes feeling narrow and cheap on him, Tony steps forward and puts the suitcase up on the bar with the gin, which Lopez passes to him, eyeing the suitcase.

TONY
...that's it. That's the two keys. Angel died 'cause of this shit. And here's the money.
(produces the money)
It's my gift to you -- from me.

Pause. Lopez shakes his head, sighs.

LOPEZ
It's too bad about your friend, Tony, if people'd do business the right way, there'd be no fuckups like this....

He glances hard at Omar who squirms.

Without opening it, Lopez signals the bodyguard who takes
the suitcase and the money from under Tony's nose.

LOPEZ
Don't think I don't appreciate this gesture, Tony. You find in this business, you stay loyal you move up and you move up fast. Salud!

They drink the toast. With their eyes.

LOPEZ
Then you find out your biggest head ache's not bringing in the stuff but figuring out what to do with all the goddamn cash.
(drinks)

TONY
Yeah, I hope I have that problem someday.

Lopez looks, distracted., down the corridor from which he came, to Ernie, the bodyguard.

LOPEZ
Where the hell's Elvira? Go get her, will you, Ernie?

The big bodyguard exits smoothly.

LOPEZ
(to the others)
The broad spends half her life dressing, the other half undressing.

TONY
I guess you gotta catch her in the middle, hunh?

Lopez laughs.

LOPEZ
Yeah. When she's not looking. What do you say guys, to a little food?
(finishes his drink at his impatient pace)

TONY
Yeah sure, I could eat a horse.

ERNIE
Here she comes, Mr. Lopez.

TONY looks up, his eyes tumbling on the most beautiful blonde he's ever seen. The lady, is coming down the glassed-in elevator, adjusting her $10,000 Yves St. Laurent burgundy dinner dress.

LOPEZ
Oooh sweetheart, you look like a million bucks.

She doesn't answer, her eyes flicking disinterestedly over to Tony and Manny, knowing what the evening's going to be and not too happy about it.

**ALTERNATIVE**
LOPEZ
Where you been baby, it's ten o'clock, I'm hungry.

ELVIRA
You're always hungry, you should try starving.

Lopez laughs.

LOPEZ
I want you to meet a friend of mine.
Tony Montana... Elvira... Manny Ribera.

ELVIRA
Hello.

TONY
Uh... hi.

MANNY
(equally impressed)
Yeah, hi.

ELVIRA
I assume we're going to be a fivesome.
Where are we having dinner?

FRANK
Oh, I thought we'd eat at the Babylon.

ELVIRA
Again? If anyone wanted to assassinate
you, you wouldn't be too hard to find.

LOPEZ
(coming toward her, laughing)
Me? Who'd want to kill me? I got nothing but friends.

ELVIRA
You never know, do you? Maybe the catcher on your Little League team.

Neatly avoiding his intended smooch, she slips by him towards the door, her throat flashing a $20,000 strip of jewelry.

ELVIRA
Come on, Frank, let's go.

Tracking a cool, polished hauteur, she exits the apartment.

Lopez, after a pause, snaps at his men.

LOPEZ
Okay, let's go.

CUT TO
54 EXT. THE BABYLON CLUB - NIGHT
We know this is no workingman's dive when Lopez piles them
out of his Rolls, and the carhops are moving Bugattis, Lamborghinis and Corniches in a long snaking line down the driveway. Single girls in high-collared silver lame jumpsuits with cinched waists, prowl like big glistening tents back and forth across the entry doors, rich young coiffed playboys in their Porsches honking their horns in appreciation. Brain drain.

55 INT. BABYLON CLUB - NIGHT
The interior is built like three or four plush apartments that run together on three separate levels with imaginative angles, mirrors, swimming pool, bars, twenty-piece band, hundreds of tropical plants, dance floor, video games, computers and a restaurant. It's a lavish fun spot that will play a central role in the film, a drug dealer haven and nighttime capital of South America.

The crowd, a combination of Caucasian and Latin, is mostly
young, rich and happy and a lot of them coked; the girls, upperclass in sleek dresses, trim figures, heels, hats, sensuous bodies, yell as they dance to a black American music beat, ""Celebrating"" or ""Partying Down Tonight"".

The waitresses, mostly blondes, wear little coca channel
hats pinned to their heads and the barest pants with hose
and high heels.

Rich young guys with a lot of gold and diamonds on their
necks and hands huddle briefly in groups or chat.

Down at the vid games are younger chicks in jeans and
tough-looking tank tops with ""Motherfuckah"" and ""Fuck Me""
written on them. Manny's coming from the toilets, tries to pick one of them up.

MANNY
So whaddaya say, hunh?

He flashes his tongue. She looks at him, amused.

CHICK
You got a buck?

MANNY
Sure I got a buck, whaddaya think I am, poor?

CHICK
(indicates the machine)
Put it in, let's play.

MANNY
I had other things in mind.

CHICK
You check out on this and we'll talk about other things.

MANNY
(looks off, concerned, then confronts the complex machine)
Fuck, how do you play this thing?

CUT TO
56 INT. BABYLON CLUB 56
Frank Lopez, intoxicated, takes his heart pill with a slug
of champagne. He sits next to Tony, who is agog at all this wealth. Omar and Ernie look on. Elvira is in conversation with a girl friend who has stopped by. They're sitting at the best table in the place, finishing up a giant meal. The empty spot belongs to Manny.

LOPEZ
(to Tony)
Over there that's Ronnie Echeverria.
Him and his brother Miguel, they got a big distribution set-up here to Houston and Tucson....

Their point of view -- Ronnie Echevarria, powerful, competent looking man in conversation with a party of people.

LOPEZ
That guy there, in the purple shirt -- Gaspar Gomez. Bad news. Stone killer there ever was one. Stay away.

Their point of view -- Gaspar Gomez at a table with another
guy and gorgeous woman.

LOPEZ
...the fat guy, with the chicas is Nacho Contreras -- El Gordo. Wouldn't know it to look at him but he's got more cash than anybody in here. A real haza....

Their point of view -- El Gordo is fat, dressed like a cheap slob and playing up to a bunch of chicas.

LOPEZ
. ..you know what a haza is, Tony?

TONY
'Haza'? No Frank, what's a haza?

LOPEZ
It's Yiddish for pig. It's a guy he's got more'n what he needs, so he don't fly straight anymore, y'know. That's the problem in this business, Tony, there's too many 'hazas' and they're the ones you got to watch out for. If they can fuck you outta an extra dime, they'll rip you and flip you and then fuck you with a stick for the pure pleasure of it. See it all comes down to one thing, Tony boy, never forget it! Lesson number one -- don't underestimate the other guy's greed.

ELVIRA
Lesson number two -- don't get high on your own supply.

The girl friend has departed and Elvira turns her attention back to them, bored.

LOPEZ
That's right. Course not everybody follows the rules.
(eyeing Elvira)

HEAD WAITER
There you go, Mr. Lopez.

He's popped the champagne cork and pours Dom Perignon for Lopez.

LOPEZ
Give it to everybody and bring another, willya Jack?

Head Waiter nods.

LOPEZ
(to Tony)
Five hundred fifty dollars for this bottle Tony, what do you think of that, hunh? For a bunch of fucking grapes -- isn't that something?

ELVIRA
(to Tony)
In France, it cost $100 but don't tell anybody in Miami.

Tony catches her eye. She looks away, interested.

57 INT. BABYLON CLUB - NIGHT
A Man passes the table. Lopez calls out.

LOPEZ
Hey, George -- buddy.

MAN
Hey, Frank.. -how's the case coming?

The Man's eyes thread the table. He looks sharp, heavy-lidded, cigarette-eyed, his voice a hoarse croak, a cigarette dangling from his mouth, his manner cool but amicable with Lopez. This is George Sheffield, Miami lawyer.

LOPEZ
Oy, I shoulda come to you 'stead of that putz, Neufeld.

SHEFFIELD
Jack's a good lawyer. I taught him everything he knows.

LOPEZ
Yeah, almost everything.

SHEFFIELD
(to Elvira)
Elvira, you look terrific...
(to all)
Enjoy yourselves.

He ambles off.

LOPEZ
. . . best goddamn lawyer in Miami. Cost a brick to pick up a phone.

Tony looking off at him, remembering it.

LOPEZ
(raising his champagne glass)
So... here's to old friends...and new friends.

They toast, Tony tasting it like it was Holy Water.

LOPEZ
Well, Tony?

TONY
Hey, yeah, you're not kidding, this is good stuff, Frank.

Lopez laughs, likes the kid, tweaks him on the cheek.

LOPEZ
(checking Tony's threads)
Yeah, get you some new clothes, some $500 suits, you'll look real sharp. I'd like you and your boys to handle some stuff for me, Tony, work with Omar here. We're doing something big next month. Running a string of mules out of Columbia. You do good on that, there'll be other things.

Omar doesn't like it but glances away.

TONY
Hey, that sounds like fun, Frank. Thanks.

The music shifts to slow dancing.

ELVIRA
(waving away cigar smoke)
So, you want to dance, Frank or you want to sit here and have a heart attack?

LOPEZ
Dance? I'd rather have a heart attack.

ELVIRA
(rising)
Don't foam into the Dom Perignon.

Glancing at Omar, sitting there obediently. Her eyes say forget it.

ELVIRA
(to Tony)
How about you?

Tony nods sure, looks at his boss.

LOPEZ
(waves)
Go on!

They go.

58 INT. BABYLON CLUB - NIGHT
It's interesting to watch Tony walk to the floor, leading Elvira. It's not so much an act of walking as it is an act of war, a tank bouncing anything or anybody off that gets in the way. Be just proceeds in a straight dead line, eyes forward. It's not that he doesn't see the people he bumps off, it's that he couldn't care less.

LOPEZ
(to Omar)
What do you think?

OMAR
I think he's a fucking peasant.

LOPEZ
Yeah -- but you get guys like that on your side, they break their backs for you.

CUT TO
59 INT. BABYLON CLUB DANCE FLOOR - NIGHT 59
Tony and Elvira are dancing semiclose to a slow Billy Joel
dance tune. He's no great shakes as a dancer, leaden in
the legs and shoulders.

TONY
...so what's your name, Elvira what?

ELVIRA
St. James.

TONY
Elvira St. James. Sounds like a nun or something. So where you from?

He bumps into an elderly couple dancing, ignores them.

ELVIRA
Baltimore...

TONY
Baltimore? Where's that?

ELVIRA
Look, it doesn't really matter. I'm getting a headache.

TONY
Just trying to be friendly.

ELVIRA
I've got enough friends -- and I don't need another one, 'specially one who just got off the banana boat.

He makes a point of looking at her.

TONY
Hey, I didn't come over on no banana boat. I'm a political refugee here.

ELVIRA
Oh, part of the Cuban crime wave?

Tony, pissed, bangs once more into the elderly couple.
The man stops dancing, looks at him exasperated but Tony
doesn't see.

TONY
Whatta you talking crazy for, whatsa matter with you?

ELVIRA
(interrupting)
